번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
1898,208340,파멥신,032102,의약품 제조업,"6,805,637","3,402,818,500",500,원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,2239
1899,005690,파미셀,032101,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",500,원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층) ",2239
1900,177830,파버나인,032602,전자부품 제조업,"10,834,424","5,417,212,000",500,원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,2239
1901,037070,파세코,032805,가정용 기기 제조업,"14,000,000","7,000,000,000",500,원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248 ,2239
1902,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"9,546,462","4,773,231,000",500,원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층 ,2239
1903,037030,파워넷,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12,009,614","12,009,614,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층 ,2239
1904,047310,파워로직스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,353,030","17,408,740,000",500,원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163 ,2239
1905,266870,파워풀엑스,074604,생활용품 도매업,"6,408,680","3,204,340,000",500,원(KRW),02-500-8088,서울특별시 강남구 논현로 641 논현동대우아이빌 힐타운 2층 ,2239
1906,170790,파이오링크,032604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000",500,원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,2239
1907,049120,파인디앤씨,032602,전자부품 제조업,"24,068,137","12,034,068,500",500,원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨 ,2239
1908,038950,파인디지털,032604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500",500,원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41 ,2239
1909,278990,파인이엠텍,033309,그외 기타 제품 제조업,"3,624,222","1,812,111,000",500,원(KRW),031-447-2335,경기도 안양시 만안구 덕천로 38 3층,2239
1910,106240,파인테크닉스,032604,통신 및 방송 장비 제조업,"37,608,487","18,804,243,500",500,원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스 ,2239
1911,131760,파인텍,032602,전자부품 제조업,"11,513,868","5,756,934,000",500,원(KRW),031-900-9700,경기도 고양시 일산동구 일산로 138 ,2239
1912,140860,파크시스템스,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,646,055","3,323,027,500",500,원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",2239
1913,091700,파트론,032602,전자부품 제조업,"54,156,410","27,078,205,000",500,원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,2239
1914,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000",500,원(KRW),02)6005-0985,"서울특별시 강남구 삼성로 570 6, 7층(삼성동, 석천빌딩) ",2239
1915,038160,팍스넷,106309,기타 정보 서비스업,"11,077,521","5,538,760,500",500,원(KRW),000-1688-5010,"서울특별시 양천구 목동서로 201 23층 (목동, 케이티정보전산센터) &nbsp",2239
1916,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"11,915,582","5,957,791,000",500,원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층 ,2239
1917,032800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500",500,원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩 ,2239
1918,043090,팜스웰바이오,074607,기타 전문 도매업,"26,727,391","13,363,695,500",500,원(KRW),02-569-7610,"강원도 원주시 혁신로 19 506호(반곡동, H타워)",2239
1919,036580,팜스코,031006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",500,원(KRW),031-7207-114,경기도 안성시  미양면 제2공단4길 33 ,2239
1920,027710,팜스토리,031008,동물용 사료 및 조제식품 제조업,"88,347,431","45,974,044,500",500,원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층 ,2239
1921,225590,패션플랫폼,031401,봉제의복 제조업,"25,189,535","2,518,953,500",100,원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층,2239
1922,054300,팬스타엔터프라이즈,032901,일반 목적용 기계 제조업,"41,124,943","20,562,471,500",500,원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,2239
1923,068050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500",500,원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10 ,2239
1924,028670,팬오션,085001,해상 운송업,"534,569,207","534,569,207,000","1,000",원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),2239
1925,222110,팬젠,032102,의약품 제조업,"9,641,781","4,820,890,500",500,원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",2239
1926,010820,퍼스텍,032502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000",500,원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),2239
1927,016800,퍼시스,033201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,2239
1928,060900,퍼시픽바이오,031902,석유 정제품 제조업,"50,211,741","5,021,174,100",100,원(KRW),02-6917-5300,서울특별시 강남구 테헤란로 439 연당빌딩 3층 ,2239
1929,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"12,943,000","6,471,500,000",500,원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24(관양동,아리온테크놀로지) 2~5층 &nbsp",2239
1930,001020,페이퍼코리아,031701,"펄프, 종이 및 판지 제조업","54,216,966","27,108,483,000",500,원(KRW),063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주),2239
1931,087010,펩트론,032101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000",500,원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24 ,2239
1932,090080,평화산업,033003,자동차 신품 부품 제조업,"37,403,844","18,701,922,000",500,원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597 ,2239
1933,043370,평화정공,033003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000",500,원(KRW),(053)350-6311,대구 달서구 대천동 1032번지 ,2239
1934,010770,평화홀딩스,116409,기타 금융업,"14,625,466","7,312,733,000",500,원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597 ,2239
1935,119500,포메탈,032509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000",500,원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7 ,2239
1936,016670,포비스티앤씨,074607,기타 전문 도매업,"40,078,058","20,039,029,000",500,원(KRW),02-2046-9375,서울특별시 강남구 언주로 726 두산빌딩 11층 ,2239
1937,056730,포스링크,074607,기타 전문 도매업,"46,163,868","23,081,934,000",500,원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층 ",2239
1938,005490,포스코,032401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,2239
1939,022100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500",500,원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티 ,2239
1940,058430,포스코강판,032401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,2239
1941,047050,포스코대우,074601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,2239
1942,009520,포스코엠텍,032401,1차 철강 제조업,"41,642,703","20,821,351,500",500,원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2239
1943,003670,포스코켐텍,032303,"시멘트, 석회, 플라스터 및 그 제품 제조업","59,070,000","29,535,000,000",500,원(KRW),(054) 290-0114,경상북도 포항시 남구  신항로 110 (주)포스코켐텍 ,2239
1944,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,515,763","3,757,881,500",500,원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,2239
1945,176560,포인트엔지니어링,032509,기타 금속 가공제품 제조업,"6,200,000","3,100,000,000",500,원(KRW),041-546-5131,충청남도 아산시 둔포면 아산밸리로 89 ,2239
1946,141020,포티스,074709,무점포 소매업,"47,841,410","23,920,705,000",500,원(KRW),031-709-1407,경기도 성남시 분당구  성남대로779번길 17 포티스빌딩 4층,2239
1947,007630,폴루스바이오팜,032604,통신 및 방송 장비 제조업,"31,634,965","15,817,482,500",500,원(KRW),02-554-3377,인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층 ,2239
1949,005670,푸드웰,031003,"과실, 채소 가공 및 저장 처리업","8,000,000","4,000,000,000",500,원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 - ,2239
1950,094940,푸른기술,032603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000",500,원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,2239
1951,007330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581 ,2239
1952,017810,풀무원,116409,기타 금융업,"3,809,095","19,045,475,000","5,000",원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27 ,2239
1953,093380,풍강,032509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500",500,원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745 ,2239
1954,023900,풍국주정,031101,알코올음료 제조업,"12,600,000","6,300,000,000",500,원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72 ,2239
1955,103140,풍산,032402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,2239
1956,005810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,2239
1957,195440,퓨전데이타,105802,소프트웨어 개발 및 공급업,"8,408,250","4,204,125,000",500,원(KRW),02-547-7688,서울특별시 강남구 언주로 709 송암빌딩 15층,2239
1958,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"87,842,969","8,784,296,900",100,원(KRW),070-5020-9306,서울특별시 강남구 역삼로8길 15 홍우빌딩 7층,2239
1959,220100,퓨쳐켐,032102,의약품 제조업,"5,749,139","2,874,569,500",500,원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,2239
1960,035200,프럼파스트,032202,플라스틱제품 제조업,"8,846,117","4,423,058,500",500,원(KRW),044-865-9681,대전광역시 중구  동서대로 1187 ,2239
1961,203690,프로스테믹스,032101,기초 의약물질 및 생물학적 제제 제조업,"45,374,817","4,537,481,700",100,원(KRW),02-545-2520,"서울특별시 강남구 언주로 708 (논현동, 경원빌딩)",2239
1962,053610,프로텍,032902,특수 목적용 기계 제조업,"9,460,203","4,730,101,500",500,원(KRW),031-470-0700,경기도 안양시 동안구 시민대로327번길 11-14(관양동) ,2239
1963,053160,프리엠스,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,000,000","3,000,000,000",500,원(KRW),032-679-1477,경기도 부천시 오정구 삼작로178번길 14 ,2239
1964,075130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000",500,원(KRW),070-4489-7000,경기도 성남시 분당구  대왕판교로 670 유스페이스2 A동 6층,2239
1965,222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업,"2,403,000","1,201,500,000",500,원(KRW),02-6908-3540,서울특별시 서초구 방배로 2855층(한샘방배) ,2239
1966,023770,플레이위드,105802,소프트웨어 개발 및 공급업,"3,460,850","1,730,425,000",500,원(KRW),031-724-2400,"경기도 성남시 분당구 판교로 256번길 25, 제C동  ",2239
1967,150440,피노텍,105802,소프트웨어 개발 및 공급업,"9,565,412","4,782,706,000",500,원(KRW),02-522-3558,"서울특별시 서초구 양재천로9길 1 3층(양재동,용두빌딩) ",2239
1968,032580,피델릭스,032601,반도체 제조업,"21,441,058","10,720,529,000",500,원(KRW),031-785-3500,"경기도 성남시 분당구 백현로 93(수내동, 후너스빌딩 6층) ",2239
1969,051380,피씨디렉트,074605,기계장비 및 관련 물품 도매업,"7,540,136","3,770,068,000",500,원(KRW),(02)785-3001,"서울특별시 용산구 원효로 138 8층 (원효로3가, 청진빌딩) ",2239
1970,241820,피씨엘,032103,의료용품 및 기타 의약 관련제품 제조업,"8,941,164","4,470,582,000",500,원(KRW),070-4673-3433,"서울특별시 금천구 디지털로9길 99 (가산동, 스타밸리) 701호 &nbsp",2239
1971,237750,피앤씨테크,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000",500,원(KRW),031-452-5791,경기도 안양시 동안구 전파로104번길 62 ,2239
1972,131390,피앤이솔루션,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","14,280,000","7,140,000,000",500,원(KRW),031-299-0100,경기도 수원시 권선구 산업로 185 -,2239
1973,054340,피앤텔,032604,통신 및 방송 장비 제조업,"30,786,591","15,393,295,500",500,원(KRW),054-979-3320,서울특별시 영등포구  선유로 27 대륭오피스텔 1111gh,2239
1974,024850,피에스엠씨,032602,전자부품 제조업,"38,726,201","19,363,100,500",500,원(KRW),031-522-3700,경기도 화성시 향남읍 발안공단로4길 16 구문천리 928,2239
1975,031980,피에스케이,032902,특수 목적용 기계 제조업,"20,331,604","10,165,802,000",500,원(KRW),031)660-8700,경기도 화성시  삼성1로4길 48 피에스케이,2239
1976,002230,피에스텍,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","19,669,243","9,834,621,500",500,원(KRW),031-3408-1790,서울특별시 성동구 왕십리로 46(성수동1가) ,2239
1977,242350,피엔아이컴퍼니,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","4,761,520","2,380,760,000",500,원(KRW),070-8610-5333,제주특별자치도 제주시 첨단로 245-2 ,2239
1978,239890,피엔에이치테크,032001,기초 화학물질 제조업,"2,060,000","1,030,000,000",500,원(KRW),031-8021-1890,"경기도 용인시 기흥구 동백중앙로16번길 16-25, 804호(중동, 대우프론티어밸리1단지) ",2239
1979,137400,피엔티,032902,특수 목적용 기계 제조업,"8,817,348","4,408,674,000",500,원(KRW),054-469-6950,경북 구미시 공단동 270번지 ,2239
1980,073570,피엠지파마,032902,특수 목적용 기계 제조업,"10,566,411","5,283,205,500",500,원(KRW),041-582-5700,충청남도 천안시 서북구 직산읍 4산단7로 17-15 -,2239
1981,128660,피제이메탈,032402,1차 비철금속 제조업,"24,803,369","12,401,684,500",500,원(KRW),02-555-4451,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층 ,2239
1982,006140,피제이전자,032701,의료용 기기 제조업,"15,000,000","7,500,000,000",500,원(KRW),032 -326 -7000,경기도 부천시 오정구 삼작로 22 부천테크노파크1단지 101동 6층,2239
1983,087600,픽셀플러스,032602,전자부품 제조업,"8,166,558","4,083,279,000",500,원(KRW),031-888-5300,"경기도 수원시 영통구 광교로 105(이의동, 경기알앤디비센터6층) &nbsp",2239
1984,033180,필룩스,032602,전자부품 제조업,"53,826,895","27,063,447,500",500,원(KRW),070-7780-8000,경기도 양주시 광적면 광적로 235-48 ,2239
1985,064800,필링크,074704,"섬유, 의복, 신발 및 가죽제품 소매업","61,629,126","6,162,912,600",100,원(KRW),02-2102-7313,서울특별시 영등포구  영등포로 272 ,2239
1986,161580,필옵틱스,032902,특수 목적용 기계 제조업,"17,272,398","8,636,199,000",500,원(KRW),031-292-8321,경기도 수원시 권선구 산업로156번길 17 &nbsp,2239
1987,270520,하나금융10호스팩,116601,금융 지원 서비스업,"4,602,000","460,200,000",100,원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82(여의도동) ,2239
1988,284620,하나금융11호스팩,116601,금융 지원 서비스업,"5,401,000","540,100,000",100,원(KRW),02-3771-3423,서울특별시 영등포구 의사당대로 82 &nbsp,2239
1989,261200,하나금융9호스팩,116601,금융 지원 서비스업,"4,260,000","426,000,000",100,원(KRW),02-3771-3339,서울특별시 영등포구 의사당대로 82 ,2239
1990,086790,하나금융지주,116409,기타 금융업,"300,242,062","1,501,210,310,000","5,000",원(KRW),02-2002-1110,서울특별시 중구 을지로 66 (을지로 2가),2239
1991,099340,하나니켈1호,116402,신탁업 및 집합투자업,"22,756,200","113,781,000,000",0,원(KRW),02-3771-9870,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",2239
1992,099350,하나니켈2호,116402,신탁업 및 집합투자업,"3,284,000","16,420,000,000",0,원(KRW),02-3771-9834,"서울특별시 중구 을지로 66 11층(을지로2가, 하나금융그룹 명동사옥)",2239
1993,067310,하나마이크론,032601,반도체 제조업,"22,727,078","11,363,539,000",500,원(KRW),041-539-1011,충남 아산시 음봉면 원남리 95-1번지 ,2239
1994,307160,하나머스트제6호스팩,116601,금융 지원 서비스업,"4,590,000","459,000,000",100,원(KRW),02-3771-3188,서울특별시 영등포구 의사당대로 82 &nbsp,2239
1995,166090,하나머티리얼즈,032601,반도체 제조업,"19,216,474","9,608,237,000",500,원(KRW),041-410-1029,충청남도 천안시 서북구 3공단3로 42 ,2239
1996,293480,하나제약,032102,의약품 제조업,"16,200,000","8,100,000,000",500,원(KRW),02-577-7667,경기도 화성시 향남읍 제약단지로 13-39 ,2239
1997,039130,하나투어,147502,여행사 및 기타 여행보조 서비스업,"11,616,185","5,808,092,500",500,원(KRW),02-2127-1000,서울특별시 종로구 인사동5길 41 (주)하나투어 ,2239
1998,136480,하림,031001,"도축, 육류 가공 및 저장 처리업","86,945,938","43,472,969,000",500,원(KRW),063-860-2114,전라북도 익산시  망성면 망성로 14 (주)하림,2239
1999,003380,하림지주,116409,기타 금융업,"93,584,198","9,358,419,800",100,원(KRW),02-2085-4684,"전라북도 익산시 고봉로 228, 금강빌딩 1층(영등동) &nbsp",2239
2000,172580,하이골드12호,147601,운송장비 임대업,"13,044,500","65,222,500,000","5,000",원(KRW),02-2090-4625,제주특별자치도 제주시 연삼로 473 산업경제진흥원 (이도이동),2239
2001,153360,하이골드3호,147601,운송장비 임대업,"16,149,790","80,748,950,000","5,000",원(KRW),02-2090-4624,제주특별시자치도 제주시 연삼로 473 산업경제진흥원,2239
2002,159650,하이골드8호,147601,운송장비 임대업,"14,905,929","74,529,645,000","5,000",원(KRW),02-2090-4600,제주특별자치도 제주시 연삼로 473 산업경재진흥원 연삼로 473 산업경제진흥원(이도이동),2239
2003,149980,하이로닉,032701,의료용 기기 제조업,"14,094,745","1,409,474,500",100,원(KRW),031-698-4900,"경기도 용인시 수지구 신수로 767 19층(동천동, 분당수지U-TOWER) ",2239
2004,013030,하이록코리아,032401,1차 철강 제조업,"13,613,232","6,806,616,000",500,원(KRW),051 -970-0801,부산광역시 강서구 녹산산단27로 97 ,2239
2005,126700,하이비젼시스템,032703,사진장비 및 광학기기 제조업,"14,942,112","7,471,056,000",500,원(KRW),031-735-1573,경기도 성남시 중원구 둔촌대로 527 - ,2239
2006,200470,하이셈,137309,"그외 기타 전문, 과학 및 기술 서비스업","17,553,680","8,776,840,000",500,원(KRW),031-8046-1700,경기도 안성시 일죽면 서동대로 7280-26 &nbsp,2239
2007,071090,하이스틸,032401,1차 철강 제조업,"1,999,944","9,999,720,000","5,000",원(KRW),02-2273-2140,충청남도 당진시 송악읍 부곡공단4길 28-252 ,2239
2008,221840,하이즈항공,033103,"항공기,우주선 및 부품 제조업","17,696,167","8,848,083,500",500,원(KRW),055-850-8800,경상남도 사천시 사남면 공단5로 24 &nbsp,2239
2009,106190,하이텍팜,074607,기타 전문 도매업,"7,088,782","3,544,391,000",500,원(KRW),043-883-0012,충청북도 음성군  대소면 신내로 280 하이텍팜,2239
2010,019490,하이트론씨스템즈,032605,영상 및 음향기기 제조업,"5,530,735","13,826,837,500","2,500",원(KRW),031-670-9100,경기도 안성시  삼죽면 서동대로 5953-85 ,2239
2011,000080,하이트진로,031101,알코올음료 제조업,"70,133,611","368,818,745,000","5,000",원(KRW),02-3219-0114,서울특별시 강남구 영동대로 714 ,2239
2012,000140,하이트진로홀딩스,116409,기타 금융업,"23,206,765","118,387,875,000","5,000",원(KRW),02-520-3112,서울특별시 강남구  영동대로 714 ,2239
2013,066130,하츠,032805,가정용 기기 제조업,"12,800,000","6,400,000,000",500,원(KRW),(02)3438-6700,경기도 평택시 진위면 동부대로 202 ,2239
2014,240540,한국4호스팩,116601,금융 지원 서비스업,"5,500,000","550,000,000",100,원(KRW),02-3276-6569,서울특별시 영등포구 의사당대로 88 &nbsp,2239
2015,152550,한국ANKOR유전,116402,신탁업 및 집합투자업,"70,020,000","350,100,000,000",0,원(KRW),2180-0493,서울특별시 영등포구 은행로 3 여의도동,2239
2016,004590,한국가구,074604,생활용품 도매업,"3,000,000","1,500,000,000",500,원(KRW),02-2600-7000,서울특별시 강남구  학동로 120 ,2239
2017,036460,한국가스공사,043502,연료용 가스 제조 및 배관공급업,"92,313,000","461,565,000,000","5,000",원(KRW),053-670-0114,대구광역시 동구 첨단로 120- ,2239
2018,039340,한국경제TV,106002,텔레비전 방송업,"23,000,000","11,500,000,000",500,원(KRW),02-6676-0019,서울특별시 영등포구  버드나루로 84 제일빌딩 ,2239
2019,005430,한국공항,085209,기타 운송관련 서비스업,"3,166,355","15,831,775,000","5,000",원(KRW),02-2660-3114,서울특별시 강서구  양천로 13 (방화동) 한국공항(주),2239
2020,071050,한국금융지주,116409,기타 금융업,"55,725,992","307,921,215,000","5,000",원(KRW),02-3276-6400,서울특별시 영등포구  의사당대로 88 ,2239
2021,034950,한국기업평가,147509,기타 사업지원 서비스업,"4,540,514","24,452,570,000","5,000",원(KRW),02-368-5500,서울특별시 영등포구 의사당대로 97 교보증권 7층,2239
2022,010040,한국내화,032302,"내화, 비내화 요업제품 제조업","22,863,632","11,431,816,000",500,원(KRW),041-359-2200,충청남도 당진시  송산면 무수들길 370 ,2239
2023,025540,한국단자공업,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","10,415,000","5,207,500,000",500,원(KRW),032-814-9981,인천광역시 연수구 갯벌로 38 ,2239
2024,222980,한국맥널티,031007,기타 식품 제조업,"4,975,000","2,487,500,000",500,원(KRW),031-376-1383,충청남도 천안시 서북구 성환읍 연암율금로 42 &nbsp,2239
2025,226610,한국비엔씨,032701,의료용 기기 제조업,"5,942,426","2,971,213,000",500,원(KRW),070-7116-0059,"대구광역시 달서구 성서공단로11길 62, 대구테크노파크 벤처공장1호관 405호 ",2239
2026,004090,한국석유공업,032309,기타 비금속 광물제품 제조업,"655,200","3,276,000,000","5,000",원(KRW),02-799-3114,서울특별시 용산구  이촌로 166 ,2239
2027,025550,한국선재,032401,1차 철강 제조업,"24,522,254","12,261,127,000",500,원(KRW),051-202-1991,부산광역시 사하구 하신번영로 27 (신평동) ,2239
2028,002200,한국수출포장공업,031702,"골판지, 종이 상자 및 종이용기 제조업","4,000,000","20,000,000,000","5,000",원(KRW),02-525-2981-9,서울특별시 서초구 서초중앙로 63 ,2239
2029,002960,한국쉘석유,031902,석유 정제품 제조업,"1,300,000","7,000,000,000","5,000",원(KRW),051-620-5133,부산광역시 남구  신선로 250 (용당동) ,2239
2030,017890,한국알콜,032004,기타 화학제품 제조업,"21,605,760","10,802,880,000",500,원(KRW),031-881-8000,경기도 용인시 기흥구 탑실로35번길 14 (공세동) ,2239
2031,080720,한국유니온제약,032102,의약품 제조업,"5,903,728","2,951,864,000",500,원(KRW),02-489-3611,강원도 원주시 문막읍 문막공단길 246 ,2239
2032,002000,한국유리공업,032301,유리 및 유리제품 제조업,"10,079,660","69,882,185,000","5,000",원(KRW),02-3706-9114,"서울특별시 강남구 테헤란로 211 10층 (역삼동, 한국고등교육재단빌딩)  ",2239
2033,123890,한국자산신탁,116402,신탁업 및 집합투자업,"102,739,889","51,369,944,500",500,원(KRW),02-2112-6300,"서울특별시 강남구 테헤란로 306 (역삼동, 카이트타워) ",2239
2034,015760,한국전력공사,043501,전기업,"641,964,077","3,209,820,385,000","5,000",원(KRW),061-345-3114,전라남도 나주시 전력로 55 -,2239
2035,063570,한국전자금융,147509,기타 사업지원 서비스업,"34,645,728","17,322,864,000",500,원(KRW),02-2122-5400,서울특별시 마포구  마포대로 217 크레디트센터빌딩 ,2239
2036,041460,한국전자인증,105802,소프트웨어 개발 및 공급업,"21,459,249","10,729,624,500",500,원(KRW),230195500,"서울특별시 서초구  서초대로 320 하림인터내셔날빌딩 (서초동, 하림빌딩7층)",2239
2037,006200,한국전자홀딩스,116409,기타 금융업,"46,803,136","23,401,568,000",500,원(KRW),02-3497-5535,서울특별시 서초구  마방로10길 5 ,2239
2038,101680,한국정밀기계,032902,특수 목적용 기계 제조업,"8,404,000","4,202,000,000",500,원(KRW),070-7019-6514,경상남도 함안군  법수면 윤외공단길 83-1 ,2239
2039,039740,한국정보공학,074607,기타 전문 도매업,"8,018,397","4,009,198,500",500,원(KRW),031-789-8600,경기도 성남시 분당구  황새울로359번길 7 ,2239
2040,053300,한국정보인증,105802,소프트웨어 개발 및 공급업,"31,165,000","15,582,500,000",500,원(KRW),02-360-3010,경기도 성남시 분당구 판교로 242판교디지털센터(PDC) C동 5층 ,2239
2041,025770,한국정보통신,106102,전기 통신업,"38,812,743","19,406,371,500",500,원(KRW),02-368-0700,서울특별시 중구  세종대로 39 대한서울상공회의소 7층,2239
2042,271740,한국제5호스팩,116601,금융 지원 서비스업,"4,000,000","400,000,000",100,원(KRW),02-3276-5766,"서울특별시 영등포구 의사당대로 88 (여의도동, 한국투자증권빌딩) 5층 &nbsp",2239
2043,281410,한국제6호스팩,116601,금융 지원 서비스업,"4,510,000","451,000,000",100,원(KRW),02-3276-5918,서울특별시 영등포구 의사당대로 88 &nbsp,2239
2044,291210,한국제7호스팩,116601,금융 지원 서비스업,"5,060,000","506,000,000",100,원(KRW),02-3276-6681,서울특별시 영등포구 의사당대로 88 &nbsp,2239
2045,002300,한국제지,031701,"펄프, 종이 및 판지 제조업","5,004,949","25,024,745,000","5,000",원(KRW),02-3475-7200,서울특별시 강남구  테헤란로 504 해성빌딩 19층,2239
2046,023350,한국종합기술,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","10,950,000","5,475,000,000",500,원(KRW),02-2049-2517,경기도 성남시 중원구 산성대로476번길 6 (금광동),2239
2047,025890,한국주강,032902,특수 목적용 기계 제조업,"11,309,259","5,654,629,500",500,원(KRW),055-585-7251,경상남도 함안군 군북면 장백로 228 ,2239
2048,000970,한국주철관공업,032401,1차 철강 제조업,"22,800,500","12,000,000,000",500,원(KRW),051-291-5481-5,부산광역시 사하구  을숙도대로 525 ,2239
